,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2372
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1198
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5280
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,458
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,828
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,6576
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1762
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1814
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,3574
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,4880
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,3952
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4510
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3286
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1858
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,4744
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2510
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,3768
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1222
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1372
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1132
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,4476
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1680
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,492
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,4786
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,8546
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,6886
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,9176
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2870
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,3988
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,590
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1436
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4122
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,454
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4040
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2038
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1106
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,610
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3018
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2366
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,894
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,838
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,6670
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,286
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,3580
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1478
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,6712
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4034
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1544
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2086
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,3874
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4112
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,4548
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,628
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3736
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1486
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,4114
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3216
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,5496
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,6394
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1570
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,822
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,462
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,590
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,930
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,2664
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,4632
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,744
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2116
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,7390
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,4522
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2386
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,7194
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3640
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1798
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,2750
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,11794
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,308
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,254
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1226
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2126
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,4960
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,9566
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,6810
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1130
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3482
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,5108
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,3834
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2402
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1188
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,4688
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1542
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2056
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,4100
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,694
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1074
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,-166
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,5712
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3650
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,428
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,668
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,426
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,2942
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,6658
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2342
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,398
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,4454
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,4542
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,4502
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,5308
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2420
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1972
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,6986
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,406
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,4468
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,890
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1186
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,4856
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1078
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,4698
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,4828
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,8330
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,5226
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2394
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,390
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3100
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1598
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2948
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,2874
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,6640
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1756
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2134
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,2010
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,4202
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1004
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,400
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1186
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,24
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,890
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2314
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,474
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,4988
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3310
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1370
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,4284
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,5274
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,9514
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,9236
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,4414
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,3712
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,3856
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,2766
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1490
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1732
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,4902
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,74
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,9284
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,8088
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1786
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3050
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1662
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,1010
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,4284
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,11368
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,788
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,834
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,5960
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,4218
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,582
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,4732
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2236
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,586
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2480
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1412
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,4426
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1196
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,6612
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2276
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,4774
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,30
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,-126
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4050
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1792
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,5642
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,9358
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2330
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1676
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,908
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2004
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,4418
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,5996
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,3874
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,4644
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,982
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,5654
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,402
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2800
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,488
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,4250
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2494
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1316
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,4324
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,4470
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2718
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,6458
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1328
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2278
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1358
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2368
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,318
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1052
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1794
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,838
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,5066
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2320
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1562
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1542
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2526
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,4526
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,9726
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,5944
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,4244
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,1062
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,714
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1126
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,590
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,6606
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,734
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,6576
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2426
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,874
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2754
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,4724
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,3632
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,746
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,610
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,3722
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4256
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,656
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,4954
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,574
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,6694
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,3728
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,4374
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3614
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2380
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3270
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1890
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1202
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,4460
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,2180
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,4388
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1844
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,438
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,4630
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,758
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,3624
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,4254
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,5512
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,9418
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1702
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2570
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2410
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,5430
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,8602
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,4182
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3688
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,8954
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1462
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,3782
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,2806
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,734
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1230
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,526
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2224
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,818
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,2860
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,4486
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1246
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2180
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,2794
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,816
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,2118
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,626
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,238
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,2750
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2186
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2004
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,300
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2726
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,6288
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,5004
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,788
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2030
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,4506
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,566
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,7448
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,2858
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,694
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,184
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4400
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2058
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,9188
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1540
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,2726
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1556
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,904
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,9356
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,622
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,874
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1386
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,858
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1556
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,564
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,4306
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,1054
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,508
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,6378
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,206
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,5952
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,4106
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,5452
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3156
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,532
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,7192
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,902
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,3592
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2370
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,3724
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,4590
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1160
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,9356
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,688
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,4086
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,6420
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,368
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,244
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,4808
4431,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1062
4432,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,9274
4433,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,194
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1672
4435,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4382
4436,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2658
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,7286
4438,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,1102
4439,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,3920
